author_complete_name,author_given_name,author_surname,title,journal,doi,author_order,total_number_authors,automated_gender,automated_certainty,manual_gender
Myers J.N.,Jaelen,Myers,Associations between Ovarian Fluid and Sperm Swimming Trajectories in Marine and Freshwater Teleosts: A Meta-Analysis,Reviews in Fisheries Science and Aquaculture,10.1080/23308249.2020.1739623,1,5,male,0.67,female
Senior A.,Alistair,Senior,Associations between Ovarian Fluid and Sperm Swimming Trajectories in Marine and Freshwater Teleosts: A Meta-Analysis,Reviews in Fisheries Science and Aquaculture,10.1080/23308249.2020.1739623,2,5,male,1,male
Zadmajid V.,Vahid,Zadmajid,Associations between Ovarian Fluid and Sperm Swimming Trajectories in Marine and Freshwater Teleosts: A Meta-Analysis,Reviews in Fisheries Science and Aquaculture,10.1080/23308249.2020.1739623,3,5,male,1,male
Sørensen S.R.,Sune,Sørensen,Associations between Ovarian Fluid and Sperm Swimming Trajectories in Marine and Freshwater Teleosts: A Meta-Analysis,Reviews in Fisheries Science and Aquaculture,10.1080/23308249.2020.1739623,4,5,male,0.9,male
Butts I.A.E.,Ian,Butts,Associations between Ovarian Fluid and Sperm Swimming Trajectories in Marine and Freshwater Teleosts: A Meta-Analysis,Reviews in Fisheries Science and Aquaculture,10.1080/23308249.2020.1739623,5,5,male,1,male
Romano A.,Andrea,Romano,Viability and expression of sexual ornaments in the barn swallow Hirundo rustica: a meta-analysis,Journal of Evolutionary Biology,10.1111/jeb.13151,1,3,female,0.82,male
Saino N.,Nicola,Saino,Viability and expression of sexual ornaments in the barn swallow Hirundo rustica: a meta-analysis,Journal of Evolutionary Biology,10.1111/jeb.13151,2,3,male,0.83,male
Moller A.P.,Anders,Moller,Viability and expression of sexual ornaments in the barn swallow Hirundo rustica: a meta-analysis,Journal of Evolutionary Biology,10.1111/jeb.13151,3,3,male,1,male
Romano A.,Andrea,Romano,Geographical and seasonal variation in the intensity of sexual selection in the barn swallow Hirundo rustica: a meta-analysis,Biological Reviews,10.1111/brv.12297,1,5,female,0.82,male
Costanzo A.,Alessandra,Costanzo,Geographical and seasonal variation in the intensity of sexual selection in the barn swallow Hirundo rustica: a meta-analysis,Biological Reviews,10.1111/brv.12297,2,5,female,1,female
Rubolini D.,Diego,Rubolini,Geographical and seasonal variation in the intensity of sexual selection in the barn swallow Hirundo rustica: a meta-analysis,Biological Reviews,10.1111/brv.12297,3,5,male,1,male
Saino N.,Nicola,Saino,Geographical and seasonal variation in the intensity of sexual selection in the barn swallow Hirundo rustica: a meta-analysis,Biological Reviews,10.1111/brv.12297,4,5,male,0.83,male
Moller A.P.,Anders,Moller,Geographical and seasonal variation in the intensity of sexual selection in the barn swallow Hirundo rustica: a meta-analysis,Biological Reviews,10.1111/brv.12297,5,5,male,1,male
Senior A.M.,Alistair,Senior,Sperm traits of masculinized fish relative to wild-type males: A systematic review and meta-analyses,Metroeconomica,10.1111/faf.12096,1,3,male,1,male
Johnson S.L.,Sheri,Johnson,Sperm traits of masculinized fish relative to wild-type males: A systematic review and meta-analyses,Metroeconomica,10.1111/faf.12096,2,3,female,1,female
Nakagawa S.,Shinichi,Nakagawa,Sperm traits of masculinized fish relative to wild-type males: A systematic review and meta-analyses,Metroeconomica,10.1111/faf.12096,3,3,male,1,male
Zhang S.,Shi,Zhang,Effect of male mating history on female reproductive fitness in moths: A meta-analysis,Chinese Journal of Ecology,10.13292/j.1000-4890.201602.011,1,5,female,0.55,NA
Li D.,Dong,Li,Effect of male mating history on female reproductive fitness in moths: A meta-analysis,Chinese Journal of Ecology,10.13292/j.1000-4890.201602.011,2,5,male,0.99,male
Zeng J.,Ju,Zeng,Effect of male mating history on female reproductive fitness in moths: A meta-analysis,Chinese Journal of Ecology,10.13292/j.1000-4890.201602.011,3,5,male,0.54,NA
Wu X.,Xian,Wu,Effect of male mating history on female reproductive fitness in moths: A meta-analysis,Chinese Journal of Ecology,10.13292/j.1000-4890.201602.011,4,5,male,0.7,NA
Liu X.,Xing,Liu,Effect of male mating history on female reproductive fitness in moths: A meta-analysis,Chinese Journal of Ecology,10.13292/j.1000-4890.201602.011,5,5,male,0.63,NA
Rios Moura R.,Rafael,Rios Moura,The effect of operational sex ratio on the opportunity for sexual selection: A meta-analysis,Animal Behaviour,10.1016/j.anbehav.2013.07.002,1,2,male,1,male
Peixoto P.E.C.,Paulo,Peixoto,The effect of operational sex ratio on the opportunity for sexual selection: A meta-analysis,Animal Behaviour,10.1016/j.anbehav.2013.07.002,2,2,male,1,male
Parris K.,Kirsten,Parris,Predicting the effect of urban noise on the active space of avian vocal signals,American Naturalist,10.1086/671906,1,2,female,1,female
McCarthy M.,Michael,McCarthy,Predicting the effect of urban noise on the active space of avian vocal signals,American Naturalist,10.1086/671906,2,2,male,1,male
Seguin A.,Aurelie,Seguin,No band color effects on male courtship rate or body mass in the zebra finch: Four experiments and a meta-analysis,PLoS ONE,10.1371/journal.pone.0037785,1,2,female,0.99,female
Forstmeier W.,Wolfgang,Forstmeier,No band color effects on male courtship rate or body mass in the zebra finch: Four experiments and a meta-analysis,PLoS ONE,10.1371/journal.pone.0037785,2,2,male,1,male
South A.,Adam,South,The influence of male ejaculate quantity on female fitness: A meta-analysis,Biological Reviews,10.1111/j.1469-185X.2010.00145.x,1,2,male,1,male
Lewis S.,Sara,Lewis,The influence of male ejaculate quantity on female fitness: A meta-analysis,Biological Reviews,10.1111/j.1469-185X.2010.00145.x,2,2,female,0.99,female
Soma M.,Masayo,Soma,Rethinking birdsong evolution: Meta-analysis of the relationship between song complexity and reproductive success,Behavioral Ecology,10.1093/beheco/arq219,1,2,female,0.99,female
Garamszegi L.Z.,Laszlo,Garamszegi,Rethinking birdsong evolution: Meta-analysis of the relationship between song complexity and reproductive success,Behavioral Ecology,10.1093/beheco/arq219,2,2,male,0.99,male
Yasukawa K.,Ken,Yasukawa,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,Journal of Field Ornithology,10.1111/j.1557-9263.2009.00258.x,1,4,male,1,male
Enstrom D.A.,David,Enstrom,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,Journal of Field Ornithology,10.1111/j.1557-9263.2009.00258.x,2,4,male,1,male
Parker P.G.,Patricia,Parker,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,Journal of Field Ornithology,10.1111/j.1557-9263.2009.00258.x,3,4,female,1,female
Jones T.C.,Thomas,Jones,Male Red-winged Blackbirds with experimentally dulled epaulets experience no disadvantage in sexual selection,Journal of Field Ornithology,10.1111/j.1557-9263.2009.00258.x,4,4,male,1,male
Ord T.J.,Terry,Ord,Species Identity Cues in Animal Communication,American Naturalist,10.1086/605372,1,2,male,0.79,male
Stamps J.,Judy,Stamps,Species Identity Cues in Animal Communication,American Naturalist,10.1086/605372,2,2,female,1,female
Randler C.,Christoph,Randler,Mating patterns in avian hybrid zones - A meta-analysis and review,Ardea,10.5253/078.096.0108,1,1,male,1,male
Nakagawa S.,Shinichi,Nakagawa,Assessing the function of house sparrows' bib size using a flexible meta-analysis method,Behavioral Ecology,10.1093/beheco/arm050,1,5,male,1,male
Ockendon N.,Nancy,Ockendon,Assessing the function of house sparrows' bib size using a flexible meta-analysis method,Behavioral Ecology,10.1093/beheco/arm050,2,5,female,1,female
Gillespie D.O.S.,Duncan,Gillespie,Assessing the function of house sparrows' bib size using a flexible meta-analysis method,Behavioral Ecology,10.1093/beheco/arm050,3,5,male,1,male
Hatchwell B.J.,Ben,Hatchwell,Assessing the function of house sparrows' bib size using a flexible meta-analysis method,Behavioral Ecology,10.1093/beheco/arm050,4,5,male,0.99,male
Burke T.,Terry,Burke,Assessing the function of house sparrows' bib size using a flexible meta-analysis method,Behavioral Ecology,10.1093/beheco/arm050,5,5,male,0.79,male
Torres-Vila L.,Luis,Torres-Vila,Polyandry and fecundity in the Lepidoptera: Can methodological and conceptual approaches bias outcomes?,Behavioral Ecology and Sociobiology,10.1007/s00265-003-0712-2,1,3,male,1,male
Rodriguez-Molina M.C.,Maria C.,Rodriguez-Molina,Polyandry and fecundity in the Lepidoptera: Can methodological and conceptual approaches bias outcomes?,Behavioral Ecology and Sociobiology,10.1007/s00265-003-0712-2,2,3,NA,NA,female
Jennions M.D.,Michael,Jennions,Polyandry and fecundity in the Lepidoptera: Can methodological and conceptual approaches bias outcomes?,Behavioral Ecology and Sociobiology,10.1007/s00265-003-0712-2,3,3,male,1,male
Moller A.P.,Anders,Moller,Bilateral symmetry and sexual selection: A meta-analysis,American Naturalist,10.1086/286110,1,2,male,1,male
Thornhill R.,Randy,Thornhill,Bilateral symmetry and sexual selection: A meta-analysis,American Naturalist,10.1086/286110,2,2,male,1,male
Moller A.P.,Anders,Moller,Sperm competition and sexual selection: A meta-analysis of paternity studies of birds,Behavioral Ecology and Sociobiology,10.1007/s002650050501,1,2,male,1,male
Ninni P.,Paola,Ninni,Sperm competition and sexual selection: A meta-analysis of paternity studies of birds,Behavioral Ecology and Sociobiology,10.1007/s002650050501,2,2,female,1,female
Pomiankowski A.,Andrew,Pomiankowski,A resolution of the lek paradox,Proceedings of the Royal Society B: Biological Sciences,10.1098/rspb.1995.0054,1,2,male,1,male
Moller A.,Anders,Moller,A resolution of the lek paradox,Proceedings of the Royal Society B: Biological Sciences,10.1098/rspb.1995.0054,2,2,male,1,male
Alissa L.,Louise,Alissa,Effect of reproductive site limitation on the intensity of sexual selection and the quality of paternal care: a meta-analysis,Thesis,10.11606/D.41.2018.tde-23102018-090541,1,1,female,1,female
Aguiar Del Matto,Lygia,Aguiar Del Matto,Sperm competition games between majors and minors: a meta-regression of fishes with alternative mating tactics,Thesis,10.11606/D.41.2018.tde-20092018-145433,1,1,female,1,female
Macedo-Rego R.,Renato,Macedo-Rego,Post-mating episodes of sexual selection are ubiquitous in animal 220 species and the way we measure mating success matters: a meta-analysis,Thesis,10.11606/T.41.2020.tde-30112020-101600,1,1,male,1,male
Jennions M.D.,Michael,Jennions,Post-mating episodes of sexual selection are ubiquitous in animal 220 species and the way we measure mating success matters: a meta-analysis,Thesis,10.11606/T.41.2020.tde-30112020-101600,2,3,male,1,male
Santos E.S.A.,Eduardo,Santos,Post-mating episodes of sexual selection are ubiquitous in animal 220 species and the way we measure mating success matters: a meta-analysis,Thesis,10.11606/T.41.2020.tde-30112020-101600,3,3,male,1,male
Macedo-Rego R.,Renato,Macedo-Rego,Females are not monopolized by males: a meta-analysis contrasting mating systems in non-human animals,Thesis,10.11606/T.41.2020.tde-30112020-101600,1,3,male,1,male
Jennions M.D.,Michael,Jennions,Females are not monopolized by males: a meta-analysis contrasting mating systems in non-human animals,Thesis,10.11606/T.41.2020.tde-30112020-101600,2,3,male,1,male
Santos E.S.A.,Eduardo,Santos,Females are not monopolized by males: a meta-analysis contrasting mating systems in non-human animals,Thesis,10.11606/T.41.2020.tde-30112020-101600,3,3,male,1,male
Macedo-Rego R.,Renato,Macedo-Rego,"Larger females and larger males produce more offspring, regardless of the social mating system: a meta-analyses on animals",Thesis,10.11606/T.41.2020.tde-30112020-101600,1,3,male,1,male
Jennions M.D.,Michael,Jennions,"Larger females and larger males produce more offspring, regardless of the social mating system: a meta-analyses on animals",Thesis,10.11606/T.41.2020.tde-30112020-101600,2,3,male,1,male
Santos E.S.A.,Eduardo,Santos,"Larger females and larger males produce more offspring, regardless of the social mating system: a meta-analyses on animals",Thesis,10.11606/T.41.2020.tde-30112020-101600,3,3,male,1,male
Marmol S.,Sarai,Marmol,Impacto de los contaminantes en la calidad esperm�tica de los peces: revisi�n literaria y meta-an�lisis,Thesis,NA,1,1,female,1,female
Akcai E.,Erol,Akcai,Extra-pair paternity in birds: review of the genetic benefits,Evolutionary Ecology Research,NA,1,2,male,0.98,male
Roughgarden J.,Joan,Roughgarden,Extra-pair paternity in birds: review of the genetic benefits,Evolutionary Ecology Research,NA,2,2,female,0.91,female
Dougherty L.R.,Liam,Dougherty,The effect of individual state on the strength of mate choice in females and males,Behavioural Ecology,10.1093/beheco/arac100,1,1,male,1,male
Gomez-Llano M.,Miguel,Gomez-Llano,"Male harm suppresses female fitness, affecting the dynamics of adaptation and evolutionary rescue",Evolution Letters,10.1093/evlett/qrac002,1,5,male,1,male
Faria G.S.,Goncalo,Faria,"Male harm suppresses female fitness, affecting the dynamics of adaptation and evolutionary rescue",Evolution Letters,10.1093/evlett/qrac002,2,5,male,0.99,male
Garcia-Roa R.,Roberto,Garcia-Roa,"Male harm suppresses female fitness, affecting the dynamics of adaptation and evolutionary rescue",Evolution Letters,10.1093/evlett/qrac002,3,5,male,1,male
Noble D.W.A.,Daniel,Noble,"Male harm suppresses female fitness, affecting the dynamics of adaptation and evolutionary rescue",Evolution Letters,10.1093/evlett/qrac002,4,5,male,1,male
Carazo P.,Pau,Carazo,"Male harm suppresses female fitness, affecting the dynamics of adaptation and evolutionary rescue",Evolution Letters,10.1093/evlett/qrac002,5,5,male,0.87,male
Richardson J.,Jon,Richardson,Unlike a virgin: a meta-analytical review of female mating status in studies of female mate choice,Behavioural Ecology,10.1093/beheco/arac091,1,2,male,1,male
Zuk M.,Marlene,Zuk,Unlike a virgin: a meta-analytical review of female mating status in studies of female mate choice,Behavioural Ecology,10.1093/beheco/arac091,2,2,female,1,female
